ID, Category, Difficulty, FEN, Solution, GameLink, Date, Opening
520, Forchetta, Difficile, r2qk1nr/1bpp1ppp/p2b4/1p6/3QP3/1B2B3/PPP2PPP/RN2K2R w KQkq - 3 9, d4g7, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
521, Forchetta, Media, r2qk2r/1bpp1ppp/p2b1n2/1p6/3QP3/1BN1B3/PPP2PPP/R3K2R w KQkq - 5 10, e4e5, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
522, Forchetta, Difficile, r2qk2r/1bpp1ppp/p2b4/1p6/3QP1n1/1BN1B3/PPP2PPP/R4RK1 w kq - 7 11, d4g7, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
523, Pezzo Appeso, Difficile, r2qk2r/1bpp1ppp/p2b4/1p2P3/3Q4/1BN1n3/PPP2PPP/R4RK1 w kq - 0 12, e5d6, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
524, Tattica Generica, Difficile, r2q1k1r/1bppbBpp/p7/1p2P3/3Q4/2N1P3/PPP3PP/R4RK1 w - - 1 14, f7d5, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
525, Matto Mancato, Facile, r2q1k1r/1bppbB1p/p5p1/1p2P3/5Q2/2N1P3/PPP3PP/R4RK1 w - - 0 15, f4h6, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
526, Tattica Generica, Difficile, 3q3r/7p/p5pk/4P1b1/1p2N3/4PQ2/PPr3PP/R4RK1 w - - 0 24, a1d1, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
527, Matto Mancato, Facile, 3q3r/7p/p5p1/4P2k/1p3Q2/4P3/PPr3PP/R4RK1 w - - 2 26, g2g4, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
528, Tattica Generica, Difficile, 3q3r/6kp/p5p1/4P3/1p6/4P2Q/PPr3PP/R4RK1 w - - 6 28, a1d1, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
529, Matto Mancato, Facile, 4q3/4PR1r/p5pk/7p/1p6/4PQ2/PPr3PP/R5K1 w - - 3 32, f3f4, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
530, Tattica Generica, Media, 2r1qQ2/4P2k/p5p1/7p/1p6/4P3/PP4PP/R5K1 w - - 2 34, a1f1, https://www.chess.com/game/live/172204739450, 2026-07-28, Italian Game
531, Forchetta, Media, rn1qk2r/pp3ppp/4bp2/2b5/3N4/2P1B3/PP3PPP/R2QKB1R w KQkq - 1 10, d4e6, https://www.chess.com/game/live/172063810200, 2026-07-25, Caro-Kann Defense
532, Forchetta, Media, r2qk2r/p4ppp/2p1bp2/2b5/3N4/2P1B3/PP3PPP/R2QK2R w KQkq - 0 12, d4e6, https://www.chess.com/game/live/172063810200, 2026-07-25, Caro-Kann Defense
533, Tattica Generica, Facile, 8/p5pp/5k2/2P1pp2/qP6/2Q5/5PPP/6K1 w - - 0 32, f2f4, https://www.chess.com/game/live/172063810200, 2026-07-25, Caro-Kann Defense
534, Tattica Generica, Difficile, r1b1k1r1/p1p1qp1p/p2p3p/3P4/2Q1P3/P1R2N2/1P3PPP/5RK1 w q - 3 17, c4c6, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
535, Tattica Generica, Difficile, 8/p2k1p1p/p2p3p/3P2rb/4P2N/P4P2/1P4PP/4R1K1 w - - 0 26, g1f2, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
536, Matto Mancato, Facile, 8/p6p/p6p/8/3R3N/P5Pk/bP5P/6K1 w - - 12 43, h4f3, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
537, Matto Mancato, Facile, 8/p2R3p/p6p/8/2b4N/P5Pk/1P5P/6K1 w - - 14 44, d7d4, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
538, Tattica Generica, Difficile, 8/8/p6R/7p/6bN/P5Pk/1P5P/6K1 w - - 3 47, h6d6, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
539, Matto Mancato, Facile, 8/8/p6R/4N2p/8/P5Pk/1P2b2P/6K1 w - - 7 49, h6d6, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
540, Matto Mancato, Facile, 8/8/p1N4R/7p/8/P5Pk/1P5P/3b2K1 w - - 9 50, c6e5, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
541, Matto Mancato, Facile, 8/8/4N2R/7p/8/P5Pk/1P5P/3b2K1 w - - 5 54, h6f6, https://www.chess.com/game/live/172063545354, 2026-07-25, Italian Game
542, Tattica Generica, Difficile, 8/1pp2pk1/p1p2p2/4p3/4P1r1/2PP3K/PP4P1/5R2 b - - 1 29, g4g6, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
543, Tattica Generica, Difficile, 8/2p2p2/2p2p2/1pP1p3/p3P3/P2PKPk1/1P6/8 b - - 5 38, f6f5, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
544, Tattica Generica, Difficile, 8/2p2p2/2p2p2/1pP1p3/p3P3/P2PKPk1/1P6/8 b - - 9 40, f6f5, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
545, Tattica Generica, Media, 8/2p2p2/2p2p2/1pP1p3/p3PP2/P2PK3/1P4k1/8 b - - 0 41, g2f1, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
546, Pezzo Appeso, Media, 8/2p2p2/2p5/1pP1PK2/p2k4/P7/1P6/8 b - - 2 46, d4c5, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
547, Tattica Generica, Media, 8/2p2p2/2p2K2/1pPkP3/p7/P7/1P6/8 b - - 4 47, d5e4, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
548, Tattica Generica, Media, 8/5K2/8/8/pQp5/P7/1Pk5/8 b - - 2 56, c2d3, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
549, Tattica Generica, Difficile, 8/5K2/8/8/Q7/P1Pk4/8/8 b - - 0 58, d3e3, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
550, Tattica Generica, Media, 8/5K2/P7/8/1Q6/2Pk4/8/8 b - - 0 62, d3e2, https://www.chess.com/game/live/172063320978, 2026-07-25, Spanish Game
551, Tattica Generica, Media, r3kb1r/p1p1qpp1/2p2n1p/3pp1N1/6bP/BP2P1Q1/P1PP1PP1/RN2K2R b KQkq - 1 11, c6c5, https://www.chess.com/game/live/172063157450, 2026-07-25, Nimzowitsch-Larsen Attack
552, Tattica Generica, Difficile, r3k2r/p1Q1bpp1/2p1bn2/3p4/7p/1P2PP2/P1PP2P1/RN2K2R b KQkq - 0 15, a8c8, https://www.chess.com/game/live/172063157450, 2026-07-25, Nimzowitsch-Larsen Attack
553, Tattica Generica, Facile, r3r1k1/p4pp1/4bn2/3p4/2p4R/1P2PP2/P1PP2PQ/RN2K3 b Q - 1 19, g8f8, https://www.chess.com/game/live/172063157450, 2026-07-25, Nimzowitsch-Larsen Attack
554, Tattica Generica, Media, r3k2r/1p1q1pp1/p1p1pn2/6p1/3PBQ2/2P4P/PP3PP1/3R1RK1 w kq - 0 18, f4e3, https://www.chess.com/game/live/172063079412, 2026-07-25, Scandinavian Defense
555, Tattica Generica, Media, r3k2r/1p1q1pp1/p1p1p3/6p1/3Pn3/2P3QP/PP3PP1/3R1RK1 w kq - 0 19, g3e3, https://www.chess.com/game/live/172063079412, 2026-07-25, Scandinavian Defense
556, Pezzo Appeso, Difficile, r1b1kb1r/ppp2pp1/2np1q1p/4P3/2B1Q3/5N2/PPP2PPP/RNB1K2R w KQkq - 0 8, e5f6, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
557, Tattica Generica, Difficile, r1b4r/ppPk1pp1/2n2q1p/8/1bB1Q3/5N2/PPP2PPP/RNB1K2R w KQ - 1 10, e1f1, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
558, Tattica Generica, Difficile, r2r4/pp2kpp1/5q1p/bQ3b2/8/2NPBN2/PP3PPP/R4RK1 w - - 9 20, e3c5, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
559, Tattica Generica, Facile, r2rk3/p4pp1/1p3q1p/8/1Q6/2NbBN2/PP3PPP/R2R2K1 w - - 2 23, d1d3, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
560, Pezzo Appeso, Difficile, r2rk3/p4pp1/1p3q1p/1b6/8/2N1BN2/PP3PPP/R2R2K1 w - - 0 24, c3b5, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
561, Pezzo Appeso, Media, 3rk3/p4pp1/1p3q1p/1b6/8/2N1BN2/PP3PPP/R5K1 w - - 0 25, c3b5, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
562, Pezzo Appeso, Media, 2r1k3/p4pp1/1p3q1p/1b6/8/2N1BN2/PP3PPP/3R2K1 w - - 2 26, c3b5, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
563, Tattica Generica, Facile, 2r1k3/p4pp1/1p5p/3N4/8/4B3/Pq3PPP/4R1K1 w - - 0 32, e3c1, https://www.chess.com/game/live/172062344264, 2026-07-25, Italian Game
564, Tattica Generica, Difficile, rnb1k1nr/pppp1ppp/3q4/2bNp3/4P3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 6 5, d2d4, https://www.chess.com/game/live/172062097584, 2026-07-25, King's Pawn Opening
565, Pezzo Appeso, Difficile, rn2k2r/pp4pp/2pp1p2/4p1q1/2B1b3/3P1Q2/PPP2PPP/R4RK1 w kq - 0 16, d3e4, https://www.chess.com/game/live/172062097584, 2026-07-25, King's Pawn Opening
566, Tattica Generica, Facile, 4rr1k/p5p1/4np2/2P3qp/PP1p4/5QP1/5P1P/3R1R1K w - - 0 37, c5c6, https://www.chess.com/game/live/172062097584, 2026-07-25, King's Pawn Opening
567, Tattica Generica, Media, 4r2k/p5p1/8/2P5/PP1p1n1p/8/5P1P/5R1K w - - 0 42, h2h3, https://www.chess.com/game/live/172062097584, 2026-07-25, King's Pawn Opening
568, Tattica Generica, Media, 4r2k/p5p1/2P5/8/PP3n1p/3p4/5P1P/3R3K w - - 3 45, h2h3, https://www.chess.com/game/live/172062097584, 2026-07-25, King's Pawn Opening
569, Tattica Generica, Difficile, 3r2k1/1p1n1pp1/pq1bp2p/8/2RP4/1P1Q1B1P/P4PP1/5RK1 w - - 0 23, d3c2, https://www.chess.com/game/live/172051298216, 2026-07-25, Scandinavian Defense
570, Tattica Generica, Difficile, 5bk1/1B2qpp1/p1R4p/3nP3/8/1PQ4P/P4PP1/6K1 w - - 1 30, c3f3, https://www.chess.com/game/live/172051298216, 2026-07-25, Scandinavian Defense
571, Forchetta, Difficile, 2RQ1bk1/5pp1/8/p3P2p/1q6/1P5P/P4PP1/6K1 w - - 0 34, d8d6, https://www.chess.com/game/live/172051298216, 2026-07-25, Scandinavian Defense
572, Tattica Generica, Facile, r1bqkb1r/pp1p1pp1/5n1p/2p1P3/2BQ4/8/PPP2PPP/RNB1K2R w KQkq - 0 8, d4f4, https://www.chess.com/game/live/171756331848, 2026-07-18, Italian Game
573, Tattica Generica, Difficile, r3kb1r/ppp2ppp/2np1q2/3P4/8/3Q4/PPP1BPPP/R1B2RK1 b kq - 0 13, c6d4, https://www.chess.com/game/live/167348135352, 2026-04-15, Scotch Game
574, Tattica Generica, Difficile, r4rk1/p1p1bppp/2Qp1q2/8/8/8/PPP1BPPP/R1B2RK1 b - - 0 16, f8e8, https://www.chess.com/game/live/167348135352, 2026-04-15, Scotch Game
575, Tattica Generica, Facile, 1r1br1k1/p1p2ppp/2Qp1q2/8/8/5B2/PPP2PPP/R1B2RK1 b - - 6 19, e8e6, https://www.chess.com/game/live/167348135352, 2026-04-15, Scotch Game
576, Pezzo Appeso, Media, 6k1/5pp1/pB5p/8/1P6/P2b3P/2Pr1PP1/2R3K1 w - - 1 27, c2d3, https://www.chess.com/game/live/167307662056, 2026-04-14, Sicilian Defense
577, Tattica Generica, Difficile, r1bq1r2/1ppp1pkp/2n1pnp1/8/p2PP3/2NB1N2/PPPQ1PPP/R3K2R w KQ - 0 10, e4e5, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
578, Tattica Generica, Difficile, r1bq1r2/1pp2pk1/2nppnp1/8/3PP2p/pPNB1N2/P1PQ1PPP/R3R1K1 w - - 0 15, e4e5, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
579, Tattica Generica, Media, r1bq3r/1pp2pk1/3p1np1/3Pp3/3nP3/pPNB1N2/P1PQ1PPP/R3R1K1 w - - 1 18, f3d4, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
580, Tattica Generica, Media, r1bq3r/1pp2pk1/3p2p1/3Pp3/3nP1n1/pP1B1N2/P1PQNPPP/R3R1K1 w - - 3 19, e2d4, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
581, Pezzo Appeso, Difficile, r2q3r/1pp2pk1/3p1np1/3P4/3NP3/pP1B3b/P1PQ1PP1/R3R1K1 w - - 0 22, g2h3, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
582, Tattica Generica, Media, r6r/1pp2pk1/3p1np1/3P3q/4P3/pP1B2Pb/P1PQ1P1N/R3R1K1 w - - 5 25, f2f3, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
583, Tattica Generica, Facile, r6r/1pp2pk1/3p1np1/3P3q/4PQb1/pP1B2P1/P1P2P1N/R3R1K1 w - - 7 26, f4f6, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
584, Tattica Generica, Facile, r6r/1pp2pk1/3p1np1/3P4/4PQb1/pP1B2P1/P1P2P1q/R3RK2 w - - 0 27, f4f6, https://www.chess.com/game/live/167306977026, 2026-04-14, A48
585, Tattica Generica, Media, 3r2k1/p4ppp/1p1N1n2/2p5/4pP2/1P4PP/P1PR2K1/8 b - - 0 25, e4e3, https://www.chess.com/game/live/167306702594, 2026-04-14, Irregular Openings
586, Tattica Generica, Difficile, 2N3k1/p4ppp/1p6/2p5/2P2P2/1n3KPP/8/8 b - - 1 35, b3d2, https://www.chess.com/game/live/167306702594, 2026-04-14, Irregular Openings
587, Pezzo Appeso, Facile, 2r4r/pp3ppp/4kn2/8/1n1p4/5N2/P1q1BPPP/R2Q1RK1 w - - 0 19, f3d4, https://www.chess.com/game/live/167306482280, 2026-04-14, Sicilian Defense
588, Tattica Generica, Media, 7r/pp3ppp/5n2/3k4/3n4/8/P3BPPP/2R2RK1 w - - 2 23, f1d1, https://www.chess.com/game/live/167306482280, 2026-04-14, Sicilian Defense
589, Pezzo Appeso, Media, 1r6/p5Rp/5n2/3k4/1p6/8/P3nPPP/5R1K w - - 0 27, g7a7, https://www.chess.com/game/live/167306482280, 2026-04-14, Sicilian Defense
590, Tattica Generica, Facile, 8/8/5n2/5Pq1/6P1/6K1/1k5P/8 w - - 3 43, g3f2, https://www.chess.com/game/live/167306482280, 2026-04-14, Sicilian Defense
591, Tattica Generica, Difficile, r1b1kb1r/ppppqppp/2n2n2/3Pp3/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5, c6b8, https://www.chess.com/game/live/167306229718, 2026-04-14, Ponziani
592, Tattica Generica, Difficile, 1kr5/p4p2/Pp4p1/1NpPp3/7r/8/P4PP1/1RR3K1 b - - 1 27, h4a4, https://www.chess.com/game/live/167306229718, 2026-04-14, Ponziani
593, Tattica Generica, Difficile, r3kr2/pbp1n1p1/1p3p1p/8/3P2q1/1QP1BN2/PP3PPP/R4RK1 w q - 6 17, f3e1, https://www.chess.com/game/daily/992361368, 2026-06-29, Italian Game
594, Tattica Generica, Media, 2kr1r2/p1p3p1/1p3pnp/8/3Pq3/2P1B3/PP1Q1P1P/R4RK1 w - - 6 22, f2f3, https://www.chess.com/game/daily/992361368, 2026-06-29, Italian Game
595, Tattica Generica, Facile, 2kr1r2/p1p3p1/1p3p1p/8/3P2qn/2P1B3/PP1Q1P1P/R3RK2 w - - 10 24, h2h3, https://www.chess.com/game/daily/992361368, 2026-06-29, Italian Game
596, Tattica Generica, Difficile, rnb1k1nr/pp3ppp/2pp1q2/2b5/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7, d1d2, https://www.chess.com/game/daily/981791190, 2026-06-05, King's Pawn Opening
597, Tattica Generica, Difficile, rnb1k1nr/pp3ppp/2pp4/8/3qP3/2NB4/PPP2PPP/R2QK2R w KQkq - 0 9, c3b5, https://www.chess.com/game/daily/981791190, 2026-06-05, King's Pawn Opening
598, Tattica Generica, Media, rnb1k2r/pp3ppp/2pp1n2/8/3qP3/2NB4/PPP2PPP/R2Q1RK1 w kq - 2 10, c3b5, https://www.chess.com/game/daily/981791190, 2026-06-05, King's Pawn Opening
599, Tattica Generica, Difficile, 8/1r4k1/1p1RK2p/p1p4P/P1P3P1/1P6/8/8 b - - 6 43, b7b8, https://www.chess.com/game/daily/957264073, 2026-04-12, Bishop's Opening
600, Tattica Generica, Difficile, r4rk1/ppp1qpp1/1b1p1n1p/3Bp3/4P2B/2PP4/PP3PPP/R2QR1K1 b - - 2 14, g7g5, https://www.chess.com/game/daily/956984911, 2026-04-11, Italian Game
601, Tattica Generica, Difficile, 3r1rk1/pp2qp2/1bpp1n1p/4p1p1/4P3/1BPP1QB1/PP3PPP/R3R1K1 b - - 1 17, f6d7, https://www.chess.com/game/daily/956984911, 2026-04-11, Italian Game
602, Tattica Generica, Difficile, r2q4/1pp1n2k/3p1rpp/p3p3/P1P1Q2N/2P1R3/1P3PPP/5RK1 w - - 4 20, f2f4, https://www.chess.com/game/daily/957264121, 2026-04-12, Italian Game
603, Tattica Generica, Media, 3q2k1/Q3n3/1r1p2pp/2p1p3/P1P4N/2P2r2/1P3PPP/5RK1 w - - 0 25, a4a5, https://www.chess.com/game/daily/957264121, 2026-04-12, Italian Game
604, Tattica Generica, Difficile, r1b2r2/pp2kpb1/2p5/4p2p/2B1P1pP/2N3P1/PPP3P1/R4RK1 w - - 2 18, a2a4, https://www.chess.com/game/daily/956987079, 2026-04-11, Sicilian Defense
605, Tattica Generica, Media, 5r2/p3k3/7b/1pp4p/4P1pP/1P1P2P1/P5P1/5RK1 w - - 1 28, f1f8, https://www.chess.com/game/daily/956987079, 2026-04-11, Sicilian Defense
606, Tattica Generica, Facile, 3B2k1/1Q3ppp/p7/5q2/3Ppn2/P6P/1PP2PK1/3RR3 w - - 5 26, g2g3, https://www.chess.com/game/daily/900010197, 2025-12-08, King's Pawn Opening
607, Tattica Generica, Media, r3kb1r/ppp2ppp/2n1bn2/3qN3/Q2P4/2P2P2/PP4PP/RNB1KB1R b KQkq - 0 8, f6d7, https://www.chess.com/game/daily/890635169, 2025-11-16, Ponziani
608, Pezzo Appeso, Difficile, 2r1r1k1/2p2ppp/p2b1q2/1p3PP1/2p2B2/2P2Q1P/PP3P2/3RRK2 b - - 0 25, f6f5, https://www.chess.com/game/daily/867514829, 2025-09-22, Spanish Game
609, Tattica Generica, Difficile, 2r3k1/2q2p1p/p1pb1Pp1/1p2r1PP/2p5/P1P1BQ2/1P3P2/3RRK2 b - - 0 30, e5f5, https://www.chess.com/game/daily/867514829, 2025-09-22, Spanish Game
610, Tattica Generica, Media, 8/7k/2R5/2P3K1/8/8/8/7r b - - 0 65, h7g7, https://www.chess.com/game/daily/867514829, 2025-09-22, Spanish Game
611, Tattica Generica, Difficile, 4r1k1/2p2ppp/r2p4/p7/2P1p3/1P2B1Q1/q4PPP/4R1K1 w - - 0 24, e3d4, https://www.chess.com/game/daily/861728657, 2025-09-08, Spanish Game
612, Tattica Generica, Facile, 6k1/2p2ppp/1r1p2q1/p3r1B1/2P1p3/1P4QP/5PP1/3R2K1 w - - 7 30, g3e5, https://www.chess.com/game/daily/861728657, 2025-09-08, Spanish Game
613, Pezzo Appeso, Facile, 6k1/2p2ppp/3p4/p4r2/2P5/6PP/3RpKP1/1r2B3 w - - 4 36, f2e2, https://www.chess.com/game/daily/861728657, 2025-09-08, Spanish Game
614, Tattica Generica, Difficile, r3k2r/2p2p1n/p1p4p/4q3/1b1pN3/3B1Q2/P1P2PPP/R4RK1 w kq - 0 20, a1b1, https://www.chess.com/game/daily/861583463, 2025-09-08, Italian Game
615, Scoperta, Media, r3k2r/2p2p2/p1p4p/4q1n1/3pN3/3B1Q2/P1P2PPP/4R1K1 w kq - 1 22, e4f6, https://www.chess.com/game/daily/861583463, 2025-09-08, Italian Game
616, Tattica Generica, Media, 5rk1/2p2p2/p1p1r2p/5NnQ/3p1q2/3B4/P1P2PPP/3R2K1 w - - 11 27, g2g3, https://www.chess.com/game/daily/861583463, 2025-09-08, Italian Game
617, Tattica Generica, Difficile, r1bqr1k1/pppnbppp/4pn2/3p4/2PP1B2/2NBPN2/PP3PPP/R2Q1RK1 b - - 4 8, d5c4, https://www.chess.com/game/daily/861583501, 2025-09-08, Queen's Gambit
618, Tattica Generica, Difficile, 2k1r2r/ppp3Q1/1q6/5p1p/2P3pP/1P1P2B1/P3nPPK/3R1R2 w - - 0 27, d1d2, https://www.chess.com/game/daily/854933216, 2025-08-23, Italian Game
619, Pezzo Appeso, Media, 2k2r1r/ppp5/1q6/5pQp/2P3pP/1P1P2n1/P4PPK/3RR3 w - - 0 29, f2g3, https://www.chess.com/game/daily/854933216, 2025-08-23, Italian Game
620, Tattica Generica, Facile, 2k2r1r/ppp5/8/6Qp/2P3pP/1P1P1pq1/P5P1/3R1RK1 w - - 0 33, f1f2, https://www.chess.com/game/daily/854933216, 2025-08-23, Italian Game
621, Tattica Generica, Difficile, 1R6/1P3pp1/5k1p/8/4P2P/1r4P1/5PK1/8 b - - 2 37, h6h5, https://www.chess.com/game/daily/854933182, 2025-08-23, Reti Opening
622, Tattica Generica, Media, r5k1/1pp2ppp/p1pb1n2/8/8/1P3PPb/P1PP3P/RNB1N1K1 b - - 0 15, d6c5, https://www.chess.com/game/daily/853597514, 2025-08-20, Spanish Game
623, Tattica Generica, Difficile, 6k1/5ppp/p2pb3/1p6/5N2/1P3PP1/P1r4P/R5K1 b - - 3 25, g8f8, https://www.chess.com/game/daily/853597514, 2025-08-20, Spanish Game
624, Tattica Generica, Difficile, 8/5k1p/8/8/2K2Pp1/rR4P1/7P/8 b - - 0 41, a3a2, https://www.chess.com/game/daily/853597514, 2025-08-20, Spanish Game
625, Tattica Generica, Facile, 8/8/5k2/5P1p/4K1p1/6P1/7P/8 b - - 0 48, f6e7, https://www.chess.com/game/daily/853597514, 2025-08-20, Spanish Game
626, Tattica Generica, Difficile, r1bqkbnr/1pp1p3/p1n5/3p2pp/3P1B2/2NBP3/PPP2PPP/R2QK2R w KQkq - 0 8, d3g6, https://www.chess.com/game/daily/812189458, 2025-05-09, Queen's Pawn Opening
627, Tattica Generica, Difficile, r1b1kbnr/1pp1p3/p1nq4/3p2Bp/3P4/2NBP3/PPP2PPP/R2QK2R w KQkq - 1 9, e1g1, https://www.chess.com/game/daily/812189458, 2025-05-09, Queen's Pawn Opening
628, Tattica Generica, Difficile, r1b1k1nr/1pp2ppp/1p1p4/2b1P3/2B5/8/PPP2PPP/RNB1R1K1 b kq - 1 10, d6e5, https://www.chess.com/game/daily/793942815, 2025-03-28, Scotch Game
629, Tattica Generica, Difficile, 8/6k1/1pr3p1/1R1K1pPp/P4P2/2P4P/1P6/8 b - - 12 44, c6c8, https://www.chess.com/game/daily/793942815, 2025-03-28, Scotch Game
630, Tattica Generica, Difficile, 8/6k1/1p4p1/2RK1pPp/P4P2/2P4P/1P6/8 b - - 0 45, h5h4, https://www.chess.com/game/daily/793942815, 2025-03-28, Scotch Game
631, Tattica Generica, Difficile, 8/8/8/2p4k/p3rp2/2R3p1/5K2/8 w - - 0 52, f2f1, https://www.chess.com/game/daily/786567591, 2025-03-13, Italian Game
632, Tattica Generica, Media, r4r1k/pp3p1p/1bp3n1/3p1N1N/1P3P2/P7/1P4PP/2KR3R b - - 2 23, a8e8, https://www.chess.com/game/daily/794534437, 2025-03-30, Center Game
633, Tattica Generica, Difficile, r1b2rk1/1pp1bppp/p1nq4/3pp1PP/3P4/P1N1PN2/1PPQ1P2/2KR1B1R b - - 0 15, e5e4, https://www.chess.com/game/daily/790656723, 2025-03-21, Queen's Pawn Opening
634, Tattica Generica, Facile, 2r4r/5pk1/p5p1/1ppp2Q1/3qp3/P1P5/1P3P1R/2K4R b - - 0 35, f7f6, https://www.chess.com/game/daily/790656723, 2025-03-21, Queen's Pawn Opening
635, Tattica Generica, Facile, r1b2r1k/5pp1/p3pb2/4q1N1/3p3P/3BP3/PPQ2PP1/R3K2R b KQ - 3 19, d4e3, https://www.chess.com/game/daily/793083011, 2025-03-26, Queen's Gambit
636, Pezzo Appeso, Media, r1bqk1nr/pppp1Bpp/2n5/2b5/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5, e8f7, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
637, Scoperta, Difficile, 3rr3/p1p1k1pp/1bp1b3/4q3/1P1p3P/P4P2/2PN2P1/R1Q1R1K1 b - - 2 20, d4d3, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
638, Forchetta, Media, 3rr3/p1p1k1pp/1bp1b3/8/PP1qN2P/3p1P2/2P3P1/R1Q1R2K b - - 3 23, d3d2, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
639, Forchetta, Difficile, 3rr3/p1p1k1pp/1bp1b3/8/PP1qN2P/5P2/2Q3P1/R3R2K b - - 0 24, d4c4, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
640, Tattica Generica, Difficile, 8/p1p1k1pp/2p5/P1N5/6PP/5P2/2b4K/8 b - - 2 34, e7d6, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
641, Tattica Generica, Media, 8/3k4/PK6/1N6/8/8/4b3/8 b - - 0 69, e2b5, https://www.chess.com/game/daily/784889643, 2025-03-09, Scotch Game
642, Tattica Generica, Difficile, r1b1rk2/pp3ppp/4p3/2n1P3/2B1p3/6N1/PPP2PPP/3R1RK1 w - - 6 15, c4b5, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
643, Forchetta, Difficile, r1b1rk2/pp3ppp/4p3/4P3/n1B1p3/6N1/PPP2PPP/3RR1K1 w - - 8 16, c4b5, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
644, Tattica Generica, Media, r2r1k2/5ppp/p1b1p3/Pp2P3/1R2N3/1P6/2P2PPP/4R1K1 w - - 1 23, e4d6, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
645, Tattica Generica, Media, 1r1r1k2/2R2ppp/pP2p3/Pb2P3/1R6/1P5P/5PPK/8 w - - 7 30, b4b5, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
646, Tattica Generica, Media, 2rrk3/2Rb1p2/pP2p1p1/P3P2p/5R1P/1P6/5PPK/8 w - - 2 36, c7a7, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
647, Pezzo Appeso, Difficile, 2r5/2P1k3/p3p3/PbR4p/5P1P/1P4K1/8/8 w - - 4 44, c5h5, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
648, Tattica Generica, Media, 8/8/5k2/7b/p4K1P/r7/8/7R w - - 0 58, h1c1, https://www.chess.com/game/daily/780111315, 2025-02-27, Caro-Kann Defense
649, Tattica Generica, Media, r5k1/4b1pp/4pr2/p1pq4/3p2P1/1P1Q1N2/PBP2PP1/R3R1K1 w - - 0 21, e1e5, https://www.chess.com/game/daily/780111349, 2025-02-27, Caro-Kann Defense
